Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
F. Chiesa,Liverpool,Liverpool,"CF, RAMF, AMF",28,35000000,30/06/2028,21,437,2,1.54,1,1.08,20.18,42.86,Italy,Italy,right,176,70,no,5.15,5.77,57.14,2.88,21.43,0,0,0.21,1.85,4.43,1.44,2,0.41,0,0,3.09,0.41,2,0.41,0.32,0,0,11,2.27,27.27,18.182,0.21,3.5,11.76,2.27,9.09,1.24,16.67,0.62,4.74,43.48,8.44,43.9,4.94,1.65,0.62,17.09,0.82,1.03,25.33,60.16,7.41,47.22,4.53,77.27,7.41,55.56,20.59,71,1.24,16.67,14.85,7.32,0.22,0.41,0.21,0,0.21,0,0.41,2.06,50,3.71,22.22,0.62,0,1.65,0.41,3.3,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
T. Dibling,Everton,Everton,RAMF,20,0,30/06/2029,14,424,0,0.18,0,0.12,28.87,33.82,England,England,left,178,65,no,7.64,7.22,55.88,2.55,33.33,0,0,0.21,3.61,4.25,2.12,2,0.42,0,0,2.76,0,0,0,0.04,0,0,4,0.85,0,0,0,1.7,50,0,0,1.49,57.14,0.21,4.46,42.86,16.77,26.58,1.91,2.12,0.21,15.07,0.42,2.12,22.29,84.76,3.82,66.67,8.07,97.37,5.52,84.62,19.95,89.36,0.64,33.33,12.79,6.62,0.02,0.42,0,0,0,0,0.42,1.7,75,1.27,50,0,0,0.21,0.85,1.7,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,RAMF,Keep
C. Rigg,Sunderland,Sunderland,"RAMF, AMF",18,0,30/06/2030,11,424,0,0.14,0,0.1,14.86,44.29,England,England,left,175,68,no,5.52,5.52,65.38,2.55,50,0.42,0.5,0.21,1.49,1.75,1.06,0,0,0,0,0.64,0,0,0,0.03,0,0,2,0.42,0,0,0,0.64,33.33,0,0,0.64,33.33,0.21,1.49,28.57,4.88,26.09,1.49,0.42,0,14.22,0.42,1.27,21.23,75,6.16,62.07,7,75.76,4.46,76.19,19.53,77.17,1.06,60,16.69,14.06,0.02,0.42,0,0,0,0,0.21,1.27,83.33,1.7,50,0.21,100,0.85,0.21,4.25,45,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,RAMF,Keep
M. Röhl,Everton,Everton,"AMF, RCMF, RDMF",23,12000000,30/06/2026,10,419,0,0.4,0,0.34,22.77,35.85,Germany,Germany,right,192,79,yes,7.09,9.02,40.48,5.16,41.67,0.43,0.49,0.43,3.01,3.44,1.72,0,0,0,0,1.07,0,0,0,0.08,0,0,6,1.29,0,0,0,1.07,40,0,0,1.07,40,0,1.5,42.86,6.23,20.69,2.36,2.36,0.86,17.4,1.07,0.43,22.77,77.36,5.37,68,7.3,91.18,6.23,75.86,21.05,81.63,0.64,0,15.39,8.4,0.07,0.86,0,0,0,0,0.43,1.29,66.67,1.07,60,0.43,0,0,0.43,2.58,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
V. Milosavljević,Bournemouth,Bournemouth,RCB,18,0,30/06/2030,7,412,0,0.13,0,0.09,16.17,66.22,Serbia,Serbia,right,190,0,no,10.27,6.55,83.33,6.33,48.28,0.22,0.32,1.09,4.59,6.63,0,0,0,0,0,0,0,0,0,0.03,0,0,1,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1.31,33.33,0.66,1.53,0,27.96,0,0,39.54,86.19,17.91,73.17,1.97,100,16.17,98.65,34.73,91.82,4.81,45.45,24.97,35.62,0.02,0.22,0,0,0,0,0,5.9,55.56,0.66,0,0.22,0,0.22,0,6.77,70.97,0,,0,,0,0,0,0,,,1.53,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
C. Kostoulas,Brighton,Brighton,CF,18,0,30/06/2030,16,409,2,1.23,0,0.68,30.15,39.42,Greece,Greece,unknown,0,0,no,5.28,5.28,62.5,6.82,32.26,0.44,0.92,0,1.54,3.23,0.88,2,0.44,0,0,3.52,0.44,2,0.44,0.27,1,0.22,11,2.42,54.55,18.182,0,1.32,16.67,0.44,0,0.66,0,0.22,4.4,45,14.52,34.85,5.5,1.54,0.22,14.3,1.54,1.54,21.34,74.23,5.28,66.67,5.72,88.46,5.72,76.92,19.36,79.55,0.66,33.33,16.57,6.17,0.15,0.88,0,0,0,0,0.88,1.98,55.56,1.1,60,0,0,1.1,0.22,1.54,57.14,0,,0,,0,0,0,0,,,0,,,0,0,0,0.22,0,0,England Premier League 2025-26,CF,Keep
J. Stones,Manchester City,Manchester City,RCB,31,38000000,30/06/2026,7,409,0,0,0,0,6.82,64.52,England,England,right,188,76,no,5.28,2.42,63.64,2.2,80,0,0,0.88,3.74,5.8,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.88,50,0,0,0.88,50,0,0.22,100,0.66,66.67,0,0.88,0.22,40.27,0.66,0.22,54.35,92.31,20.24,84.78,4.18,100,22.67,97.09,51.93,93.64,1.54,71.43,21.72,21.72,0,0,0,0,0,0,0,4.62,85.71,1.76,50,0,0,0.44,0.44,7.26,78.79,0,,0,,0,0,0,0,,,1.98,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
M. Lewis-Skelly,Arsenal,Arsenal,LB,19,2000000,30/06/2030,14,403,0,0.07,0,0,13.4,45,England,"England, Barbados",left,178,0,no,4.24,4.24,47.37,1.56,0,0.22,0.36,0,2.01,3.21,1.34,3,0.67,0,0,0.67,0,0,0,0.02,0,0,1,0.22,0,0,0,0.22,0,0.22,0,0,0,0.22,0.89,75,5.14,52.17,1.12,0.89,0.22,26.8,0,1.56,36.4,90.8,10.05,84.44,8.04,97.22,12.51,96.43,35.06,92.36,1.12,60,14.8,11.9,0,0.22,0,0,0.22,0,0,3.13,78.57,0.45,50,0.22,0,0.22,0,2.68,58.33,0,,0,,0,0,0,0,,,0.89,,,0,0,0,0,0,0,England Premier League 2025-26,LB,Keep
W. Osula,Newcastle United,Newcastle United,CF,22,3000000,30/06/2029,16,395,2,0.82,0,0,19.59,19.77,Denmark,"Denmark, England",right,186,81,no,1.59,2.05,33.33,4.78,28.57,0,0,0.46,0.91,1.52,2.96,0,0,0,0,1.82,0.46,2,0.46,0.19,0,0,6,1.37,66.67,33.333,0,0.68,0,0.23,0,0.23,0,0,2.05,44.44,8.43,18.92,2.28,1.14,0.46,5.01,0.68,0.23,7.75,73.53,1.59,57.14,3.65,87.5,1.59,57.14,7.06,80.65,0,0,15.08,0,0,0,0,0,0,0,0,0.23,100,0.46,50,0,0,0.46,0,0.46,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
D. Bakwa,Nottingham Forest,Nottingham Forest,"RAMF, RW",23,10000000,30/06/2030,10,386,0,0.91,1,0.51,19.82,45.88,France,"France, Congo DR",left,180,77,no,6.06,6.76,51.72,0.93,50,0.47,0.61,0.23,2.1,2.76,2.1,1,0.23,0,0,4.66,0,0,0,0.21,0,0,7,1.63,28.57,0,0.23,4.2,27.78,1.87,25,2.33,30,0.47,5.6,50,10.96,40.43,3.03,2.8,0,27.05,0.93,1.87,32.18,73.19,8.39,69.44,9.09,84.62,8.39,61.11,26.81,83.48,1.17,0,15.84,18.22,0.12,1.17,0,0,0.23,100,0.47,2.56,72.73,4.43,42.11,0.47,50,1.17,1.4,6.53,75,0,,0,,0,0,0,0,,,0,,,0.23,0,0,1.87,0,0,England Premier League 2025-26,RAMF,Keep
O. Zinchenko,Nottingham Forest,Nottingham Forest,LB,29,38000000,30/06/2026,5,380,0,0.06,0,0.21,15.87,56.72,Ukraine,Ukraine,left,175,64,yes,8.53,8.29,68.57,2.61,45.45,0.24,0.35,0,2.61,3.88,0.24,0,0,0,0,1.89,0,0,0,0.01,0,0,3,0.71,33.33,0,0,3.55,13.33,3.55,13.33,0,0,0,1.42,66.67,3.32,42.86,0.47,1.42,0,50.21,0.71,0.71,61.34,86.49,21.79,82.61,7.82,93.94,21.79,90.22,53.05,92.86,4.97,66.67,20.02,41.73,0.05,0.71,0,0,0.47,50,0.47,10.18,81.4,4.26,55.56,1.18,60,1.66,0.47,11.37,81.25,0,,0,,0,0,0,0,,,0.24,,,0.71,0.24,100,0.24,0,0,England Premier League 2025-26,LB,Keep
R. Lewis,Manchester City,Manchester City,RB,21,38000000,30/06/2030,10,378,0,0.03,1,1.11,14.05,54.24,England,England,right,169,64,no,7.38,6.19,73.08,0.71,33.33,0,0,0,2.86,5.37,0.95,1,0.24,0,0,0.95,0,0,0,0.01,0,0,2,0.48,0,0,0.24,0.95,25,0,0,0.95,25,0.24,1.9,25,6.43,37.04,3.1,1.43,0.24,44.76,0.71,1.67,53.33,87.5,16.19,80.88,9.29,89.74,16.19,92.65,49.52,90.38,2.86,58.33,16.08,17.18,0.27,1.43,0,0,0.48,50,0.71,8.33,88.57,3.1,38.46,1.19,40,1.9,0.24,5.95,76,0,,0,,0,0,0,0,,,0.48,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
Gabriel Jesus,Arsenal,Arsenal,CF,28,65000000,30/06/2027,11,375,2,1.45,0,0.57,26.16,25.69,Brazil,Brazil,right,175,73,no,4.8,2.64,45.45,5.28,27.27,0,0,0,3.6,5.06,1.44,2,0.48,0,0,3.12,0.48,2,0.48,0.35,0,0,11,2.64,63.64,18.182,0,0.48,50,0.48,50,0,0,0.24,1.68,71.43,11.04,26.09,5.28,1.2,0.24,15.36,2.64,0.24,18.96,79.75,5.52,60.87,4.32,94.44,4.08,82.35,17.28,80.56,1.2,80,13.06,9.08,0.14,0.72,0,0,0,0,0.48,1.68,100,0.96,50,0,0,1.68,0.24,2.64,72.73,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Chadi Riad,Crystal Palace,Crystal Palace,LCB,22,15000000,30/06/2029,6,361,0,0.65,0,0.13,17.2,53.62,Spain,"Spain, Morocco",left,187,77,no,6.73,4.49,77.78,6.73,44.44,0.25,0.42,0.5,2.99,5.07,1.25,2,0.5,0,0,0.5,0,0,0,0.16,0,0,2,0.5,0,0,0,1.25,40,1,25,0,0,0,0,0,1.5,33.33,0.75,0.25,0,50.11,0,0.5,64.57,88.03,21.44,73.26,5.73,100,29.92,95.83,59.58,92.89,3.74,26.67,18.22,32.43,0.03,0.25,0,0,0.25,0,0.25,6.23,60,1.25,40,0.25,0,0.25,0.5,6.48,61.54,0,,0,,0,0,0,0,,,2.24,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
S. Bornauw,Leeds United,Leeds United,"RCB, CB",26,7000000,30/06/2029,9,335,0,0,0,0,12.9,47.92,Belgium,Belgium,right,191,83,no,6.72,4.84,61.11,4.57,35.29,0,0,0.54,3.76,4.12,1.34,1,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.54,0,0,0,0,0.81,66.67,1.34,0.54,0,20.42,0.54,0,31.16,84.48,13.16,75.51,5.91,95.45,8.6,100,25.52,91.58,5.1,57.89,9.78,15.58,0,0,0,0,0,0,0,2.42,77.78,0.27,100,0,0,0.27,0,6.45,66.67,0,,0,,0,0,0,0,,,3.76,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
D. Cirkin,Sunderland,Sunderland,LB,23,2000000,30/06/2026,6,333,0,0,0,0,15.95,49.15,Republic of Ireland,"Republic of Ireland, England",left,182,72,no,9.73,7.57,67.86,3.78,35.71,0.27,0.3,0.27,4.32,4.85,0.54,1,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.81,33.33,0.81,33.33,0,0,0,0.54,0,4.32,31.25,0,0.81,0.27,17.3,0.54,0.54,25.41,85.11,11.89,79.55,5.41,100,3.51,84.62,22.97,89.41,1.62,50,17.32,13.28,0,0,0,0,0,0,0,3.78,78.57,0.54,50,0.27,0,0,0,4.32,75,0,,0,,0,0,0,0,,,0.54,,,0,0,0,0,0,0,England Premier League 2025-26,LB,Keep
L. Bailey,Aston Villa,Aston Villa,"RAMF, RDMF",28,0,30/06/2027,7,332,0,0.34,1,0.87,21.14,33.33,Jamaica,Jamaica,left,178,77,no,5.15,5.15,52.63,2.17,37.5,0.27,0.43,0,2.17,3.43,1.36,1,0.27,0,0,4.07,0,0,0,0.09,0,0,5,1.36,20,0,0.27,2.44,44.44,0,0,2.44,44.44,0.27,5.96,40.91,11.66,23.26,3.25,2.98,0.27,18.7,1.36,0.54,23.58,82.76,6.51,66.67,7.05,100,5.69,80.95,20.6,88.16,0.54,50,15.54,8.48,0.24,2.17,0,0,0.27,100,0.54,1.63,33.33,2.71,70,0.27,100,2.17,1.08,2.44,88.89,0,,0,,0,0,0,0,,,0.27,,,0,0,0,2.71,0,0,England Premier League 2025-26,RAMF,Keep
J. Harrison,Leeds United,Leeds United,"LWF, LW, LAMF",29,18000000,30/06/2028,11,325,0,0.43,0,0.28,12.74,50,England,England,left,175,70,no,6.37,4.43,75,0.83,0,0,0,0,3.05,4.02,0.28,0,0,0,0,2.49,0,0,0,0.12,0,0,6,1.66,33.33,0,0,3.88,14.29,3.6,7.69,0.28,100,0.28,2.49,44.44,6.09,45.45,1.94,1.94,0.55,26.03,0.28,1.11,35.72,74.42,10.8,56.41,8.86,100,9.42,76.47,29.35,85.85,2.49,33.33,16.62,15.55,0.08,0.55,0,0,0.28,100,0.55,3.88,64.29,3.05,36.36,0.83,66.67,0.55,0.55,6.92,60,0,,0,,0,0,0,0,,,0.28,,,0.55,0,0,0.83,0,0,England Premier League 2025-26,LWF,Keep
R. Barkley,Aston Villa,Aston Villa,"AMF, LDMF, CF",32,8000000,30/06/2026,12,321,1,0.67,0,0.76,17.38,48.39,England,England,right,189,79,no,5.61,3.36,58.33,6.45,69.57,0,0,0.56,3.64,5.91,0.56,0,0,0,0,1.96,0.28,1,0.28,0.19,1,0.28,8,2.24,25,12.5,0,0.28,100,0.28,100,0,0,0,1.4,60,5.61,35,1.68,2.24,1.12,26.36,0.84,0.84,37.29,90.23,10.93,74.36,5.61,100,14.02,98,36.45,90,0.56,100,15.53,5.84,0.21,1.4,0,0,0.56,50,0.84,6.45,91.3,2.8,70,0.56,50,1.68,0.28,4.49,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
J. Piroe,Leeds United,Leeds United,"CF, RCMF",26,14000000,30/06/2027,13,311,0,0.93,0,0,16.78,27.59,Netherlands,"Netherlands, Suriname",left,185,81,no,3.47,3.47,66.67,4.92,23.53,0,0,0,1.16,1.85,0.87,0,0,0,0,1.16,0,0,0,0.27,0,0,11,3.18,18.18,0,0,1.16,0,0.29,0,0.87,0,0,2.32,25,6.37,13.64,3.47,0.29,0,21.13,0.29,0,25.76,82.02,4.63,68.75,8.1,96.43,8.97,87.1,23.15,87.5,1.74,50,18.04,14.47,0,0,0,0,0,0,0,2.32,87.5,0.87,0,0.29,0,0.29,0,2.32,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Marc Guiu,Chelsea,Chelsea,CF,20,0,30/06/2029,9,310,0,2.02,1,0.42,18.87,21.54,Spain,Spain,right,187,77,no,2.61,1.74,50,4.65,25,0.29,0.5,0,1.45,2.5,2.32,1,0.29,0,0,1.74,0,0,0,0.59,0,0,11,3.19,18.18,0,0.29,0,0,0,0,0,0,0,2.03,57.14,6.39,22.73,4.94,0.58,0,6.68,0.87,0.87,7.84,77.78,1.74,83.33,2.61,77.78,1.16,50,7.55,80.77,0.29,0,12.54,2.28,0.12,0.58,0,0,0,0,0.29,0.87,100,0.29,100,0,0,0.58,0,0.29,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
T. George,Everton,Everton,"CF, LAMF",20,0,30/06/2027,8,309,0,0.77,0,0,13.98,27.08,England,England,right,0,0,yes,4.08,4.37,40,0.58,0,0.87,1.48,0,1.46,2.46,2.62,2,0.58,0,0,2.33,0,0,0,0.22,0,0,4,1.17,50,0,0,1.17,50,1.17,50,0,0,0.29,2.62,44.44,7.57,23.08,2.33,1.17,0.29,16.6,0.58,0.29,20.1,79.71,7.57,69.23,3.5,100,4.08,92.86,18.06,83.87,1.17,50,17.03,21.64,0,0,0,0,0,0,0,0.58,50,1.46,60,0,0,1.17,0,2.91,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
J. Trafford,Manchester City,Manchester City,GK,23,18000000,30/06/2030,3,308,0,0,0,0,1.46,80,England,England,right,192,90,no,2.34,0.29,100,0.29,100,0,0,0,2.05,3.44,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,100,0.88,66.67,0,0,0,17.53,0.29,0.29,26.88,80.43,13.73,65.96,0,0,11.98,95.12,18.41,96.83,8.47,44.83,29.49,53.23,0,0,0,0,0,0,0,2.92,10,0.29,0,0.29,0,0,0,6.14,61.9,4,1.17,15,4.38,1,73.33,5.94,1.74,1.94,0.567,0,0.88,0.29,,,,0,0,0,England Premier League 2025-26,GK,Keep
F. Jörgensen,Chelsea,Chelsea,GK,23,20000000,30/06/2031,3,306,0,0,0,0,0.29,0,Sweden,"Sweden, Denmark",right,190,82,no,0.88,0,0,0,0,0,0,0,0.88,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,27.06,0.59,0,35.29,93.33,13.24,84.44,0.29,100,20.29,100,27.06,97.83,8.24,78.57,23.69,45.01,0,0,0,0,0,0,0,1.47,60,0,0,0.29,0,0,0,4.71,68.75,4,1.18,10,2.94,0,60,2.79,0.82,-1.21,-0.356,0.29,1.76,0,,,,0,0,0,England Premier League 2025-26,GK,Keep
S. Ortega,Nottingham Forest,Nottingham Forest,GK,33,9000000,30/06/2026,3,297,0,0,0,0,0.3,100,Germany,"Germany, Spain",right,185,88,no,0.3,0,0,0.3,100,0,0,0,0.3,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.73,0,0,16.06,88.68,10,81.82,0,0,5.76,100,7.88,100,8.18,77.78,34.24,49.25,0,0,0,0,0,0,0,3.33,63.64,0,0,0.3,0,0.3,0,6.36,90.48,4,1.21,12,3.64,1,66.67,5.28,1.6,1.28,0.388,0,0.3,0.3,,,,0,0,0,England Premier League 2025-26,GK,Keep
Fer López,Celta de Vigo,Wolverhampton Wanderers,"RCMF, AMF, RWF",21,0,30/06/2030,9,292,0,0.19,1,0.47,19.42,26.98,Spain,Spain,left,188,75,yes,4.62,6.47,38.1,2.16,28.57,0.31,0.42,0,1.85,2.54,1.54,1,0.31,0,0,1.23,0,0,0,0.06,0,0,5,1.54,20,0,0.31,0.62,0,0.31,0,0.31,0,0,1.85,33.33,9.86,18.75,2.16,3.39,0,25.89,0.31,1.23,31.44,73.53,9.55,54.84,4.62,100,10.17,84.85,28.97,78.72,1.85,16.67,16.14,19.12,0.14,0.92,0,0,0.62,50,0.31,6.78,54.55,4.32,57.14,0.62,0,2.16,0,4.01,69.23,0,,0,,0,0,0,0,,,0,,,0.31,0,0,0.92,0,0,England Premier League 2025-26,RCMF,Keep
N. Angulo,Sunderland,Sunderland,"LW, RAMF, RW",22,1500000,30/06/2030,5,286,0,0.36,0,0.27,23.6,36,Ecuador,Ecuador,right,182,65,no,5.66,6.29,50,2.83,33.33,0.31,0.42,0,2.2,2.96,2.2,0,0,0,0,4.41,0,0,0,0.11,0,0,2,0.63,50,0,0,1.89,16.67,0.94,33.33,0.94,0,0,6.61,57.14,12.27,35.9,1.89,1.89,0.63,8.18,1.26,0.63,12.9,68.29,4.09,30.77,2.2,100,2.2,85.71,10.38,78.79,0.63,50,15.17,7.18,0.08,0.63,0,0,0,0,0.31,1.57,60,1.26,50,0,0,0.94,0.31,1.89,83.33,0,,0,,0,0,0,0,,,0,,,0.63,0,0,0,0,0,England Premier League 2025-26,LW,Keep
Pablo Felipe,West Ham United,West Ham United,AMF,22,400000,30/06/2030,5,284,0,0.9,0,0.31,31.06,33.67,Brazil,"Brazil, Portugal",right,184,76,no,7.61,9.51,56.67,7.92,28,0,0,0,2.22,2.69,3.49,0,0,0,0,0.95,0,0,0,0.29,0,0,4,1.27,0,0,0,0.32,0,0.32,0,0,0,0,1.58,60,8.56,22.22,2.85,1.27,0,13.63,1.58,0.63,21.55,80.88,3.17,60,9.82,93.55,2.54,100,20.6,84.62,0.63,0,11.83,8.69,0.1,0.95,0.32,0,0,0,0.32,0.63,0,0.63,50,0,0,0.63,0,1.27,75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
E. Ünal,Bournemouth,Bournemouth,CF,28,18000000,30/06/2028,16,278,1,2.3,0,0,24.28,25.33,Türkiye,Türkiye,right,187,75,no,3.24,2.27,71.43,9.06,14.29,0,0,0.32,1.62,3,1.94,1,0.32,0,0,1.29,0.32,1,0.32,0.74,0,0,11,3.56,18.18,9.091,0,0.65,0,0,0,0.65,0,0,0.97,66.67,8.74,25.93,3.56,0.32,0,9.71,2.59,1.29,12.95,72.5,2.59,75,3.56,90.91,2.59,50,12.3,76.32,0,0,10.4,0,0,0,0,0,0,0,0,1.29,50,1.29,50,0,0,0.65,0,0.65,0,0,,0,,0,0,0,0,,,0,,,0.97,0.97,0,0,0,0,England Premier League 2025-26,CF,Keep
T. Awoniyi,Nottingham Forest,Nottingham Forest,CF,28,28000000,30/06/2027,10,277,1,0.56,0,0.1,26.32,23.46,Nigeria,Nigeria,right,183,84,no,3.9,3.25,50,6.17,10.53,0,0,0,2.27,3.13,1.3,0,0,0,0,1.3,0.32,1,0.32,0.18,0,0,5,1.62,60,20,0,0.32,0,0,0,0.32,0,0,1.62,20,10.72,21.21,3.9,0.32,0.65,7.8,1.62,0.97,12.02,81.08,2.27,57.14,2.92,88.89,2.6,87.5,11.7,83.33,0,0,9.63,0,0.03,0.32,0,0,0,0,0.32,0,0,0,0,0,0,0.65,0,0.97,33.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
N. Patterson,Everton,Everton,"RB, RAMF",24,15000000,30/06/2027,6,273,0,0.13,0,0.14,17.14,59.62,Scotland,Scotland,right,183,72,no,9.23,9.23,60.71,2.97,77.78,0,0,0,3.63,3.79,0.33,0,0,0,0,1.32,0,0,0,0.04,0,0,1,0.33,100,0,0,1.65,40,0,0,1.65,40,0.33,1.32,25,2.31,28.57,0.33,0.99,0.66,20.11,1.65,0.66,31.32,80,11.21,64.71,5.93,100,10.88,81.82,24.4,90.54,5.27,43.75,18.35,32.88,0.05,0.33,0,0,0,0,0.33,5.27,50,2.31,42.86,0.33,0,0.33,0.33,5.93,72.22,0,,0,,0,0,0,0,,,0.99,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
A. Gomes,Wolverhampton Wanderers,Wolverhampton Wanderers,"DMF, CF, RCMF",25,25000000,30/06/2028,6,265,0,0.06,0,0.06,10.87,81.25,England,"England, Portugal",right,168,56,yes,7.47,6.45,84.21,0,0,0,0,0.68,2.04,2.09,1.02,0,0,0,0,1.36,0,0,0,0.02,0,0,2,0.68,50,0,0,1.02,33.33,0,0,1.02,33.33,0,1.02,66.67,3.4,80,0.34,0.34,0,25.47,0.34,1.7,36.34,84.11,13.25,74.36,8.49,96,9.51,89.29,29.55,87.36,5.77,76.47,17.45,35.22,0.02,0.34,0,0,0,0,0.34,5.43,81.25,1.7,60,0,0,0.68,0.68,7.47,77.27,0,,0,,0,0,0,0,,,1.36,,,0.68,0,0,0.34,0,0,England Premier League 2025-26,DMF,Keep
C. Uche,Crystal Palace,Crystal Palace,"CF, AMF, LWF",22,0,30/06/2028,14,262,0,0.57,0,0,31.6,35.87,Nigeria,Nigeria,both,190,81,yes,4.47,5.5,56.25,8.59,32,0.34,0.63,0,1.03,1.88,1.37,0,0,0,0,3.09,0,0,0,0.19,0,0,6,2.06,33.33,0,0,1.72,40,0.69,100,1.03,0,0,3.09,55.56,13.74,32.5,3.44,0.69,0,15.8,0.34,2.4,19.58,70.18,5.5,75,5.15,86.67,3.78,54.55,16.83,77.55,1.03,0,17.83,3.9,0,0,0,0,0,0,0,1.72,80,1.03,33.33,0.34,0,0.34,0.69,1.37,100,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Jair Cunha,Nottingham Forest,Nottingham Forest,RCB,20,0,30/06/2030,3,242,0,0.16,0,0,8.55,69.57,Brazil,Brazil,right,198,81,no,8.18,3.35,77.78,1.12,33.33,0,0,0.37,5.58,5.84,0,0,0,0,0,0.74,0,0,0,0.06,0,0,1,0.37,0,0,0,0.37,0,0,0,0.37,0,0,0.74,100,1.49,75,0.37,0.37,0,22.31,0.74,0.37,35.7,73.96,18.6,58,4.09,100,8.55,91.3,30.87,80.72,4.46,33.33,20.03,41.73,0,0,0,0,0,0,0,2.6,28.57,0.37,0,0.37,0,0,0.37,7.07,21.05,0,,0,,0,0,0,0,,,2.6,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
