Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
S. Berge,Fulham,Fulham,"LDMF, RDMF, RCMF",28,20000000,30/06/2029,29,2686,0,1.48,1,0.66,11.56,53.91,Norway,Norway,right,195,96,no,6.6,4.15,62.1,2.88,52.33,0.2,0.27,0.5,3.82,5.08,0.9,4,0.13,0,0,0.64,0,0,0,0.05,0,0,8,0.27,37.5,0,0.03,0.4,33.33,0.07,0,0.34,40,0,0.44,69.23,2.38,45.07,0.54,1.24,0.07,34.08,0.13,0.37,46.61,90.65,11.49,79.3,7.97,95.8,20.17,95.18,44.53,92.1,1.71,64.71,17.16,28.07,0.02,0.37,0,0.03,0.13,75,0.17,5.23,82.05,0.7,61.9,0.17,40,0.2,0.1,5.09,71.05,0,,0,,0,0,0,0,,,1.81,,,0,0,0,0,0,0,England Premier League 2025-26,LDMF,Keep
E. Fernández,Chelsea,Chelsea,"AMF, LDMF, RDMF",25,0,30/06/2032,28,2683,8,9.47,2,4.06,13.99,46.52,Argentina,Argentina,right,178,78,no,4.43,4.19,59.2,1.91,52.63,0.07,0.1,0.13,1.88,2.94,1.01,8,0.27,0,0,1.54,0.27,6,0.2,0.32,1,0.03,54,1.81,46.3,14.815,0.07,1.34,30,0.74,22.73,0.54,31.25,0.23,1.07,12.5,5.67,33.73,2.01,1.58,0.3,40.22,0.6,1.17,48.2,85.73,14.63,75.69,9.43,96.44,15.43,89.78,43.1,89.96,3.82,56.14,17.6,35.22,0.14,0.87,0.23,0,0.34,50,0.5,7.51,75.89,3.35,59,0.94,46.43,1.48,0.47,7.25,79.17,0,,0,,0,0,0,0,,,0.7,,,0.13,0.1,66.67,0.97,2,100,England Premier League 2025-26,AMF,Keep
M. Gibbs-White,Nottingham Forest,Nottingham Forest,AMF,26,0,30/06/2028,29,2682,8,8.13,1,2.32,15.74,39.23,England,"England, Jamaica",right,171,70,no,3.72,2.68,60,3.66,36.7,0.3,0.37,0.03,1.81,2.19,0.7,1,0.03,0,0,2.11,0.27,7,0.23,0.27,2,0.07,57,1.91,40.35,14.035,0.03,1.38,29.27,0.2,33.33,1.11,27.27,0.17,1.44,58.14,6.38,35.79,2.75,2.15,0.47,26.48,1.31,1.04,33.15,83,9.5,75.27,7.35,94.52,9.66,83.33,30.3,86.71,1.51,55.56,16.27,27.55,0.08,0.97,0.03,0,0.23,42.86,0.54,4.4,77.86,2.32,59.42,0.54,37.5,1.21,0.37,3.79,78.76,0,,0,,0,0,0,0,,,0.23,,,0.13,0.1,66.67,0.03,1,100,England Premier League 2025-26,AMF,Keep
J. van Hecke,Brighton,Brighton,RCB,25,18000000,30/06/2027,27,2679,3,2,2,0.81,13.14,58.06,Netherlands,Netherlands,right,189,78,no,7.93,4.06,69.42,5.24,51.92,0.44,0.61,0.77,4.67,6.53,0.77,7,0.24,0,0,0.97,0.1,3,0.1,0.07,1,0.03,15,0.5,53.33,20,0.07,0.71,71.43,0,0,0.67,70,0.07,0.27,62.5,0.91,55.56,0.74,2.79,0.27,47.5,0.3,1.08,60.91,89.58,26.17,82.54,4.23,96.03,24.05,94.97,53.05,94.17,7.16,57.28,20.2,37.66,0.03,0.2,0,0.07,0.03,100,0.17,9.88,74.83,1.11,60.61,0.77,34.78,0.34,0.5,11.09,85.45,0,,0,,0,0,0,0,,,2.86,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
N. Williams,Nottingham Forest,Nottingham Forest,"LB, RB",24,17000000,30/06/2029,28,2673,1,1.5,1,2.7,18.59,55.25,Wales,Wales,right,183,72,no,9.93,8.08,58.33,2.32,62.32,0.57,0.71,0.57,4.65,5.74,0.77,4,0.13,1,0.03,3.33,0.03,1,0.03,0.05,0,0,31,1.04,41.94,3.226,0.03,3.13,34.41,1.89,23.21,1.21,50,0.54,2.86,62.35,6.16,53.01,1.58,1.65,0.37,27.04,1.14,1.58,37.17,80.34,13.23,72.26,6.63,95.43,9.63,80.42,30.47,88.73,3.6,49.53,18.53,35.53,0.09,0.74,0,0.03,0.07,50,0.51,4.24,70.63,2.63,41.03,0.51,46.67,0.37,1.11,7,64.9,0,,0,,0,0,0,0,,,0.2,,,0.1,0.07,50,0.13,0,0,England Premier League 2025-26,LB,Keep
T. Hume,Sunderland,Sunderland,"RB, LB",23,7000000,30/06/2030,29,2670,0,1.73,1,1.66,16.11,51.05,Northern Ireland,Northern Ireland,right,180,71,no,8.33,7.28,57.41,4.31,43.75,0.54,0.65,0.34,3.61,4.31,0.74,7,0.24,0,0,0.54,0,0,0,0.06,0,0,23,0.78,21.74,0,0.03,1.31,15.38,0.37,36.36,0.94,7.14,0.13,0.37,45.45,2.26,49.25,0.98,0.54,0.13,18.78,1.04,1.04,27.88,74.73,11.09,63.53,4.18,95.16,7.18,80.75,24.17,80.33,2.43,50,17.86,33.54,0.06,0.54,0.03,0,0.03,0,0.13,3.78,66.96,2.06,42.62,0.3,55.56,0.54,0.2,5.53,62.2,0,,0,,0,0,0,0,,,0.88,,,0.64,0,0,0.57,0,0,England Premier League 2025-26,RB,Keep
L. Dunk,Brighton,Brighton,LCB,34,12000000,30/06/2027,27,2664,0,1.91,0,0.19,10.57,59.11,England,England,right,192,88,no,6.72,3.89,60.87,3.92,58.62,0.3,0.42,0.88,4.05,5.63,0.54,9,0.3,0,0,0.2,0,0,0,0.06,0,0,15,0.51,13.33,0,0,0.17,60,0.14,75,0.03,0,0,0.07,50,0.54,62.5,0.71,0.51,0,47.84,0.34,0.3,62.97,92.27,22.4,83.86,5.64,97.01,27.16,97.64,58.51,95.61,4.29,48.03,19.08,43.02,0.01,0.1,0,0,0,0,0.07,6.18,69.4,0.54,25,0.44,23.08,0.1,0.1,6.82,70.79,0,,0,,0,0,0,0,,,4.09,,,0.07,0.07,0,0,0,0,England Premier League 2025-26,LCB,Keep
L. Shaw,Manchester United,Manchester United,"LCB, LB",30,32000000,30/06/2027,29,2663,0,0.35,0,1.02,13.11,54.64,England,England,left,181,75,no,7.57,5.37,62.26,3.72,55.45,0.3,0.43,0.27,3.92,5.52,1.15,5,0.17,0,0,0.54,0,0,0,0.01,0,0,4,0.14,50,0,0,1.22,33.33,1.15,32.35,0.07,50,0.07,0.2,33.33,1.42,38.1,0.61,1.72,0.37,31.97,1.12,0.3,44.65,86.9,17.91,80.57,5.41,96.88,13.21,90.28,40.32,91.37,3.14,49.46,16.85,32.54,0.03,0.41,0,0.07,0.1,0,0.2,4.46,75,1.52,46.67,0.27,12.5,0.34,0.41,7.54,70.4,0,,0,,0,0,0,0,,,1.25,,,0.03,0,0,0.37,0,0,England Premier League 2025-26,LCB,Keep
M. Lacroix,Crystal Palace,Crystal Palace,CB,25,20000000,30/06/2029,27,2656,1,2.59,1,0.45,15.66,60.61,France,"France, Guadeloupe",right,190,88,no,9.56,6,73.45,5.69,55.36,0.1,0.12,0.44,5.05,6.02,0.81,3,0.1,1,0.03,0.2,0.03,1,0.03,0.09,1,0.03,14,0.47,21.43,7.143,0.03,0.2,33.33,0.07,0,0.14,50,0.07,0.3,11.11,1.42,40.48,0.95,0.41,0,28.9,0.1,0.51,41.98,88.94,12.91,73.75,2.03,96.67,22.67,97.61,38.39,92.59,3.39,51,20.33,36.21,0.02,0.14,0,0,0,0,0.03,3.49,73.79,0.27,50,0.24,42.86,0.17,0.07,6.57,64.95,0,,0,,0,0,0,0,,,1.22,,,0,0,0,0,0,0,England Premier League 2025-26,CB,Keep
M. van de Ven,Tottenham Hotspur,Tottenham Hotspur,LCB,24,55000000,30/06/2029,27,2645,4,2.2,1,0.66,10.79,55.52,Netherlands,Netherlands,left,193,89,no,6.19,3.61,61.32,3.37,49.49,0.58,0.85,0.68,3.4,4.98,0.71,7,0.24,1,0.03,0.58,0.14,4,0.14,0.07,2,0.07,12,0.41,41.67,33.333,0.03,0.07,0,0.07,0,0,0,0.03,0.65,63.16,2.25,51.52,0.58,0.75,0.41,30.45,0.27,0.58,42.43,91.26,15.35,80.71,3.5,99.03,19.84,97.77,39.81,94.19,2.55,48,20.76,40.68,0.02,0.03,0,0,0.03,0,0.03,3.16,72.04,0.17,20,0.1,0,0.07,0,5.48,69.57,0,,0,,0,0,0,0,,,2.48,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
Robert Sánchez,Chelsea,Chelsea,GK,28,20000000,30/06/2030,27,2634,0,0,0,0,0.89,84.62,Spain,"Spain, England",right,197,85,no,1.4,0.07,50,0.51,93.33,0.03,0.05,0,1.33,2.13,0.07,4,0.14,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,100,0,0,0,23.27,0.17,0.27,31.2,82.15,16.98,70.62,0.03,100,12.98,96.58,20.23,96.79,10.9,55.49,32.24,52.2,0,0,0,0,0,0,0,3.49,47.06,0.27,25,0.41,50,0.07,0,7.93,68.1,30,1.03,102,3.49,9,70.59,38.06,1.3,8.06,0.275,0.03,1.57,0.51,,,,0,0,0,England Premier League 2025-26,GK,Keep
K. Walker,Burnley,Burnley,"RB, RWB",35,13000000,30/06/2027,27,2631,0,0.03,2,0.49,14.23,53.85,England,England,right,183,83,no,9.06,6.84,64,3.15,45.65,0.34,0.38,0.27,4.34,4.77,0.82,8,0.27,0,0,0.72,0,0,0,0,0,0,2,0.07,0,0,0.07,1.06,38.71,0.03,0,1.03,40,0,0.41,75,2.6,43.42,0.21,1.23,0.21,26.41,1.81,0.55,36.36,78.27,13.24,67.96,5.23,94.12,11.08,82.72,30.48,84.51,4.93,47.22,19.85,46.36,0.02,0.38,0.07,0.14,0.14,0,0.1,5.34,62.82,1.54,46.67,0.41,25,0.34,0.44,7.94,62.5,0,,0,,0,0,0,0,,,1.06,,,0.44,0,0,0,0,0,England Premier League 2025-26,RB,Keep
J. Rodon,Leeds United,Leeds United,"RCB, CB",28,8000000,30/06/2028,27,2627,2,1.77,0,0,12.37,60.39,Wales,Wales,right,193,88,no,6.95,4.21,71.54,5.04,52.38,0.17,0.21,0.62,3.77,4.6,0.41,1,0.03,0,0,0.24,0.07,2,0.07,0.06,2,0.07,12,0.41,33.33,16.667,0,0.07,0,0,0,0.07,0,0.03,0.1,66.67,0.89,46.15,0.93,0.38,0.07,29.46,0.24,0.55,42.11,91.05,14.77,81.44,3.15,98.91,19.46,96.83,39.88,92.96,2.16,58.73,18.21,31.24,0,0,0,0,0.03,100,0.03,3.56,81.73,0.27,50,0.07,100,0.24,0,5.38,72.61,0,,0,,0,0,0,0,,,2.26,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
R. Gravenberch,Liverpool,Liverpool,RDMF,23,0,30/06/2032,27,2616,4,0.99,3,0.68,12.49,55.65,Netherlands,"Netherlands, Suriname",right,190,77,no,7.4,4.64,71.11,1.44,42.86,0.21,0.32,0.28,3.89,6.01,1,5,0.17,0,0,1.24,0.14,4,0.14,0.03,0,0,29,1,27.59,13.793,0.1,0.31,22.22,0,0,0.24,14.29,0,1.38,60,4.75,50,0.58,2.17,0.28,39.05,0.28,1,51.98,89.68,15.07,77.85,7.36,96.73,19.82,95.14,50.06,91.62,1.62,42.55,15.97,34.69,0.02,0.52,0,0.07,0.14,50,0.24,6.78,80.71,1.55,55.56,0.34,40,0.86,0.07,5.3,72.08,0,,0,,0,0,0,0,,,0.96,,,0,0,0,0,0,0,England Premier League 2025-26,RDMF,Keep
J. O'Brien,Everton,Everton,"RB, LCB",24,0,,28,2601,0,1.11,0,0.46,13.49,54.87,Republic of Ireland,Republic of Ireland,right,197,80,no,5.71,4.22,68.85,4.81,61.15,0.03,0.04,0.28,2.77,3.2,0.52,2,0.07,1,0.03,1,0,0,0,0.04,0,0,9,0.31,33.33,0,0,1.38,40,0,0,1.38,40,0.14,0.8,43.48,2.56,22.97,0.69,0.52,0.03,19.97,1.25,0.31,29.69,77.04,12.46,66.39,4.74,88.32,8.17,85.59,25.4,83.38,3.08,41.57,18.6,34.33,0.02,0.28,0,0.03,0,0,0.1,3.39,67.35,1.31,44.74,0.24,42.86,0.31,0.42,6.23,56.11,0,,0,,0,0,0,0,,,0.93,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
G. Donnarumma,Manchester City,Manchester City,GK,27,40000000,30/06/2030,26,2599,0,0,0,0,0.9,84.62,Italy,Italy,right,196,90,no,1,0.03,100,0.66,94.74,0,0,0,0.97,1.5,0,6,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,50,0,0,0,14.23,0.17,0.1,20.47,88.32,10.01,79.58,0.03,0,9.7,97.86,14.79,98.59,5.68,61.59,26.57,42.37,0,0,0,0,0,0,0,0.93,51.85,0,0,0,0,0,0,4.09,60.17,23,0.8,90,3.12,11,74.44,28.48,0.99,5.48,0.19,0,1.49,0.66,,,,0,0,0,England Premier League 2025-26,GK,Keep
M. Cash,Aston Villa,Aston Villa,RB,28,28000000,30/06/2029,27,2592,3,0.95,2,2.62,13.47,49.74,England,"England, Poland",right,185,74,no,7.78,7.36,49.53,1.6,56.52,0.14,0.2,0.31,3.99,5.84,1.22,7,0.24,0,0,1.67,0.1,3,0.1,0.03,0,0,25,0.87,36,12,0.07,2.67,29.87,0.07,0,2.57,31.08,0.28,1.15,48.48,2.88,42.17,1.15,1.04,0.31,30.07,1.67,0.83,38.78,82.45,14.17,74.51,8.96,96.51,9.58,83.7,32.4,91.75,3.89,39.29,19.23,37.01,0.09,0.69,0.03,0,0.03,0,0.28,4.48,69.77,2.43,45.71,0.56,37.5,0.49,0.76,6.94,65,0,,0,,0,0,0,0,,,0.66,,,0.17,0,0,1.25,0,0,England Premier League 2025-26,RB,Keep
F. Kadıoğlu,Brighton,Brighton,"LB, RB",26,30000000,30/06/2028,28,2581,0,1.3,0,1.93,13.6,57.18,Netherlands,"Netherlands, Türkiye",right,174,68,no,7.6,6.49,65.59,1.74,48,0.21,0.29,0.28,3.14,4.4,0.49,6,0.21,0,0,1.85,0,0,0,0.05,0,0,20,0.7,40,0,0,2.44,42.86,1.6,39.13,0.77,50,0.31,1.22,40,2.96,43.53,1.26,2.3,0.84,26.43,1.26,0.94,36.09,85.31,11.54,78.25,7.5,95.81,11.54,84.29,31.42,90.46,2.27,60,17.54,27.42,0.07,0.56,0,0.03,0.1,33.33,0.14,4.43,80.31,2.41,53.62,0.21,33.33,0.45,1.01,5.65,73.46,0,,0,,0,0,0,0,,,1.05,,,0.14,0.03,0,0.87,0,0,England Premier League 2025-26,LB,Keep
E. Haaland,Manchester City,Manchester City,CF,25,0,30/06/2034,28,2565,22,20.89,7,1.62,12.84,40.71,England,"England, Norway",left,195,94,no,1.82,1.16,60.61,4,57.89,0.04,0.06,0.07,1.09,1.71,0.67,1,0.04,0,0,2.21,0.77,19,0.67,0.73,3,0.11,93,3.26,49.46,23.656,0.25,0.14,25,0.07,0,0.07,50,0,1.12,43.75,3.89,31.53,4.35,1.02,0.32,8,1.3,0.81,9.16,73.95,1.65,57.45,2.39,83.82,2.32,78.79,8.77,74.8,0.25,71.43,12.9,5.92,0.06,0.32,0,0.04,0.11,66.67,0.21,0.91,73.08,0.46,38.46,0.11,66.67,0.53,0.04,0.67,68.42,0,,0,,0,0,0,0,,,0,,,0,0,0,0,4,75,England Premier League 2025-26,CF,Keep
J. Andersen,Fulham,Fulham,"RCB, CB",29,35000000,30/06/2029,26,2552,0,1.58,1,0.51,11.11,61.59,Denmark,Denmark,right,192,87,no,8.25,4.48,64.57,3.7,60.95,0.14,0.19,0.6,5.22,6.88,0.88,6,0.21,0,0,0.32,0,0,0,0.06,0,0,11,0.39,18.18,0,0.04,0.39,27.27,0.04,0,0.32,33.33,0.04,0.18,60,0.78,54.55,0.81,0.92,0,46.02,0.32,0.39,61.86,87.51,22.04,76.32,4.13,95.73,28.6,95.07,53.18,93.1,8.32,54.24,21.62,44.45,0.02,0.11,0,0.04,0.14,25,0.11,8.78,68.27,1.23,40,0.88,44,0.46,0.07,10.44,68.24,0,,0,,0,0,0,0,,,2.93,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
E. Ampadu,Leeds United,Leeds United,"DMF, RCMF",25,16000000,30/06/2027,26,2548,1,2.33,1,1.7,11.9,59.05,England,"England, Wales",right,180,78,no,8.41,5.19,67.35,2.72,57.14,0.42,0.52,0.53,4.49,5.51,1.2,7,0.25,0,0,1.06,0.04,1,0.04,0.08,0,0,18,0.64,22.22,5.556,0.04,0.85,54.17,0.35,70,0.46,46.15,0.04,0.6,64.71,2.23,57.14,0.49,1.02,0.21,29.49,0.14,0.85,43.66,86.65,12.72,72.5,6.96,97.46,18.4,91.17,39.49,89.89,3.39,57.29,18.4,36.64,0.06,0.74,0.11,0,0.07,100,0.14,6,76.47,1.62,52.17,0.53,46.67,0.46,0.39,5.69,67.7,0,,0,,0,0,0,0,,,1.87,,,0,0,0,0.07,0,0,England Premier League 2025-26,DMF,Keep
E. Le Fée,Sunderland,Sunderland,"AMF, LW, LCMF",26,18000000,30/06/2029,28,2546,4,4.23,4,3.02,14.18,44.64,France,France,right,173,66,no,8.41,6.43,56.59,1.98,28.57,0.81,0.98,0.32,3.96,4.78,0.81,5,0.18,0,0,1.1,0.14,1,0.04,0.15,0,0,24,0.85,33.33,16.667,0.14,1.27,25,0.6,35.29,0.64,11.11,0.21,1.06,36.67,4.24,35.83,1.17,0.99,0.07,22.48,1.17,0.92,30.4,81.86,8.31,72.77,7.67,93.55,8.98,81.1,28,85.86,1.17,48.48,16.28,23.76,0.11,1.06,0.07,0,0.46,23.08,0.46,3.61,73.53,2.12,43.33,0.74,19.05,0.88,0.42,4.21,72.27,0,,0,,0,0,0,0,,,0.32,,,0.53,0.07,0,1.31,4,75,England Premier League 2025-26,AMF,Keep
G. Gudmundsson,Leeds United,Leeds United,"LB, LWB",26,5000000,30/06/2029,28,2545,0,0.63,0,2.59,18.39,54.04,Sweden,Sweden,left,180,74,no,8.81,7.71,62.39,1.7,45.83,0.25,0.3,0.25,3.75,4.6,1.03,4,0.14,0,0,3.04,0,0,0,0.02,0,0,11,0.39,9.09,0,0,2.86,38.27,2.83,38.75,0.04,0,0.46,3.01,63.53,7.04,48.74,1.24,2.05,0.6,23.66,1.13,1.73,32.68,75,12.17,64.83,7.6,94.88,6.83,75.13,26.49,83.18,3.57,42.57,17.96,35.12,0.09,0.6,0,0.04,0,0,0.39,3.39,56.25,2.09,47.46,0.25,14.29,0.35,1.03,6.05,57.89,0,,0,,0,0,0,0,,,0.39,,,0.04,0,0,0.11,0,0,England Premier League 2025-26,LB,Keep
P. Struijk,Leeds United,Leeds United,LCB,26,15000000,30/06/2027,26,2518,0,2.54,1,0.14,14.58,58.82,Belgium,"Belgium, Netherlands",left,190,79,no,8.11,5,67.14,6.22,52.3,0.14,0.17,0.54,4.61,5.63,0.68,3,0.11,0,0,0.21,0,0,0,0.09,0,0,18,0.64,22.22,0,0.04,0.04,0,0.04,0,0,0,0,0.14,50,0.86,45.83,1.11,0.57,0.07,34.49,0.11,0.5,48.97,89.71,20.23,80.92,3.72,100,18.87,97.16,45.07,92.78,3.86,54.63,18.58,38.63,0.01,0.14,0,0.04,0,0,0.11,5.68,73.58,0.32,22.22,0.29,50,0.11,0,7.22,67.33,0,,0,,0,0,0,0,,,2.61,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
M. Thiaw,Newcastle United,Newcastle United,RCB,24,25000000,30/06/2029,26,2517,4,2.64,0,0.76,12.98,61.71,Germany,"Germany, Finland",right,194,89,no,7.26,4.26,66.39,5.44,61.84,0.18,0.26,0.57,4.26,6.08,0.57,3,0.11,0,0,0.5,0.14,4,0.14,0.09,2,0.07,16,0.57,56.25,25,0,0.32,11.11,0.11,0,0.21,16.67,0,0.25,57.14,1.14,46.88,0.79,1.04,0.04,30.21,0.07,0.21,42.91,90.25,16.45,83.7,2.47,97.1,19.24,96.65,39.33,93.73,3.29,56.52,20.08,36.94,0.03,0.14,0,0,0,0,0.11,5.76,80.75,0.72,40,0.21,50,0.39,0,7.97,77.13,0,,0,,0,0,0,0,,,1.32,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
Bruno Fernandes,Manchester United,Manchester United,"LCMF, AMF, RCMF",31,70000000,30/06/2027,26,2508,7,9.41,11,8.69,12.06,47.92,Portugal,Portugal,right,179,69,no,6.42,4.27,59.66,1.76,38.78,0.5,0.74,0.22,3.37,4.97,0.68,3,0.11,0,0,2.33,0.25,4,0.14,0.34,0,0,62,2.22,29.03,11.29,0.39,2.44,36.76,0.86,29.17,1.36,36.84,0.29,1,46.43,3.7,49.51,1.79,1.51,0.14,40.66,1,1.15,51.42,81.72,16.87,71.06,8.4,93.16,16.44,84.72,43.21,86.71,5.92,64.24,18.65,39.11,0.31,2.62,0.07,0,0.65,50,1.18,9.33,76.92,4.7,51.91,1.58,47.73,1.51,0.79,9.44,82.89,0,,0,,0,0,0,0,,,0.79,,,1.65,0.18,40,1.79,5,60,England Premier League 2025-26,LCMF,Keep
C. Richards,Crystal Palace,Crystal Palace,RCB,25,12000000,30/06/2027,25,2493,1,0.86,0,0.44,13.72,60.53,United States,United States,right,188,87,no,9.82,4.95,71.53,5.88,56.44,0.58,0.71,0.58,5.7,7.01,0.51,3,0.11,0,0,0.47,0.04,1,0.04,0.03,1,0.04,3,0.11,33.33,33.333,0,0.47,61.54,0.18,40,0.29,75,0.04,0.14,100,0.83,39.13,0.69,0.51,0.04,27.62,0.18,0.14,41.19,86.33,15.38,76.29,3.1,94.19,18.27,94.07,36.75,90.57,4.01,50.45,20.73,42.43,0.02,0.36,0,0.04,0,0,0.07,4.01,62.16,0.54,53.33,0.22,16.67,0.14,0.22,6.79,62.77,0,,0,,0,0,0,0,,,2.06,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
M. Estève,Burnley,Burnley,"LCB, CB",23,7000000,30/06/2030,26,2484,0,0.54,0,0.51,11.16,67.21,France,France,left,193,87,no,8.7,4.89,74.07,3.88,63.55,0.11,0.12,0.62,4.96,5.5,0.33,0,0,0,0,0.29,0,0,0,0.02,0,0,6,0.22,33.33,0,0,0.22,50,0.18,40,0.04,100,0.04,0.29,37.5,0.62,47.06,0.58,0.54,0.04,24.02,0.25,0.33,37.17,87.23,14.82,76.04,3.01,96.39,14.75,94.35,33.3,91.62,3.66,49.5,19.42,40.44,0.02,0.18,0.04,0,0,0,0.04,3.88,67.29,0.4,63.64,0.07,50,0.22,0.11,5.29,65.07,0,,0,,0,0,0,0,,,2.1,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
J. Bogle,Leeds United,Leeds United,"RB, RWB",25,3800000,30/06/2028,27,2466,1,2.1,2,1.59,16.79,50.87,England,England,right,178,69,no,8.54,7.19,65.48,1.9,48.08,0.18,0.22,0.15,3.65,4.44,1.02,5,0.18,0,0,1.42,0.04,1,0.04,0.08,0,0,14,0.51,28.57,7.143,0.07,2.26,22.58,0,0,2.26,22.58,0.26,2.01,38.18,5.62,33.12,1.61,1.75,0.44,19.67,1.02,0.91,27.74,75.39,9.31,61.96,6.72,96.74,6.82,79.68,22.52,84.44,3.14,46.51,17.77,29.26,0.06,0.4,0.07,0,0.15,0,0.36,3.5,53.13,2.23,47.54,0.33,33.33,0.69,0.55,5.55,66.45,0,,0,,0,0,0,0,,,0.8,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
E. Martínez,Aston Villa,Aston Villa,GK,33,28000000,30/06/2029,25,2463,0,0,0,0,1.28,88.57,Argentina,"Argentina, Spain",right,195,88,no,1.28,0.04,100,0.84,82.61,0,0,0,1.24,1.84,0,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,100,0,0.04,0,18.31,0,0.55,29.23,87.38,13.15,74.72,0,0,14.98,98.29,19.91,98.72,9.28,63.39,29.18,48.98,0,0,0,0,0,0,0.04,2.74,54.67,0.15,25,0.33,33.33,0.04,0,7.13,73.85,26,0.95,102,3.73,6,74.51,33.2,1.21,7.2,0.263,0,2.48,0.84,,,,0,0,0,England Premier League 2025-26,GK,Keep
João Gomes,Wolverhampton Wanderers,Wolverhampton Wanderers,"LCMF, RCMF",25,35000000,30/06/2030,28,2436,1,1.3,0,0.87,22.5,52.71,Brazil,Brazil,right,176,74,no,10.16,9.57,63.71,1.81,44.9,0.48,0.56,0.15,3.58,4.2,2.07,9,0.33,0,0,1.85,0.04,1,0.04,0.05,0,0,15,0.55,40,6.667,0,1.11,46.67,0.41,36.36,0.67,50,0.11,1.59,65.12,8.35,42.92,1,1.81,0.18,27.19,0.26,1.29,42.45,86.77,11.49,75.24,9.35,94.07,12.93,90.86,39.35,89.11,2,62.96,15.91,27.51,0.03,0.37,0,0.07,0.11,66.67,0.11,5.14,78.42,1.85,54,0.3,37.5,0.55,0.55,4.73,70.31,0,,0,,0,0,0,0,,,0.41,,,0.11,0.07,50,0,0,0,England Premier League 2025-26,LCMF,Keep
Alisson,Liverpool,Liverpool,GK,33,28000000,30/06/2027,24,2435,0,0,0,0,0.44,75,Brazil,Brazil,right,191,91,no,1.66,0.07,50,0.18,60,0,0,0,1.63,2.59,0.04,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,100,0,0,0,18.11,0.07,0.18,26.54,88.58,13.93,81.7,0,0,11.13,96.01,19.81,96.83,6.73,64.29,27.17,45.04,0,0,0.04,0,0,0,0,1.63,43.18,0.18,0,0.26,28.57,0,0,5.21,71.63,29,1.07,79,2.92,8,63.29,25.17,0.93,-3.83,-0.142,0,1.26,0.18,,,,0,0,0,England Premier League 2025-26,GK,Keep
